product_name,id,rating,message,date,timestamp,variant,is_anonymous,username,total_likes,has_image,has_video,seller_reply
Paseo Hello Buy 3 Free 1 Tisu Gantung 3Ply 1500 Helai Emboss Jumbo Size Tisu Wajah Hanging Facial Tissue 1500 Ply Family Value Pack,2091886610,5,terima kasih ya seller dan kurir paketnya sudah diterima dengan baik dan sesuai pesanan,1778461821,3 hari lalu,,False,alin,0,True,True,Halo Kak. Terimakasih sudah memberikan Ulasan Positif dan Bintang bagi kami. Kami selalu berusaha bekerja keras untuk memenuhi keinginan customer setia. Stay Safe and Healthy ya kak 😊
Paseo Hello Buy 3 Free 1 Tisu Gantung 3Ply 1500 Helai Emboss Jumbo Size Tisu Wajah Hanging Facial Tissue 1500 Ply Family Value Pack,2089740878,5,Barang nya bagus,1778331244,5 hari lalu,Default,True,Anonymous,0,False,False,
Paseo Hello Buy 3 Free 1 Tisu Gantung 3Ply 1500 Helai Emboss Jumbo Size Tisu Wajah Hanging Facial Tissue 1500 Ply Family Value Pack,2089380638,1,"Wadoh, ini salah kirim deh, harusnya kan yg 500 sheets warna biru tp yg dtg warna kuning yg 300 sheets",1778318935,5 hari lalu,,False,Edy,0,True,False,
Paseo Hello Buy 3 Free 1 Tisu Gantung 3Ply 1500 Helai Emboss Jumbo Size Tisu Wajah Hanging Facial Tissue 1500 Ply Family Value Pack,2086683720,5,Sudah pasti tisue paseo paling lembut dan tidak mudah sobek...dam menyerap lebih,1778201848,6 hari lalu,Default,True,Anonymous,0,True,False,
Paseo Hello Buy 3 Free 1 Tisu Gantung 3Ply 1500 Helai Emboss Jumbo Size Tisu Wajah Hanging Facial Tissue 1500 Ply Family Value Pack,2083073682,5,Ok,1778040901,1 minggu lalu,Default,True,Anonymous,0,False,False,
Paseo Hello Buy 3 Free 1 Tisu Gantung 3Ply 1500 Helai Emboss Jumbo Size Tisu Wajah Hanging Facial Tissue 1500 Ply Family Value Pack,2082383398,5,pesanan sdh diterima lengkap dan kondisi sangat baik. Terima kasih seller yang layanannya sat set⭐⭐⭐⭐⭐,1777991882,1 minggu lalu,,True,Anonymous,0,False,False,Halo Kak. Terimakasih sudah memberikan Ulasan Positif dan Bintang bagi kami. Kami selalu berusaha bekerja keras untuk memenuhi keinginan customer setia. Stay Safe and Healthy ya kak 😊
Paseo Hello Buy 3 Free 1 Tisu Gantung 3Ply 1500 Helai Emboss Jumbo Size Tisu Wajah Hanging Facial Tissue 1500 Ply Family Value Pack,2082353769,5,"Bagus, tapi ga terlalu lebar",1777990626,1 minggu lalu,Default,True,Anonymous,0,False,False,
Paseo Hello Buy 3 Free 1 Tisu Gantung 3Ply 1500 Helai Emboss Jumbo Size Tisu Wajah Hanging Facial Tissue 1500 Ply Family Value Pack,2081433797,3,"Kualitas tidak ada masalah hanya ada 1 produk yang terbuka tidak tau salah di pengiriman, pengemasan, atau memang dari sana nya sudah 3 kali pesen selalu ada yang begitu, awalanya kiraiin biasa aja tapi kok selalu ada",1777960711,1 minggu lalu,Default,True,Anonymous,0,True,False,
Paseo Hello Buy 3 Free 1 Tisu Gantung 3Ply 1500 Helai Emboss Jumbo Size Tisu Wajah Hanging Facial Tissue 1500 Ply Family Value Pack,2080848360,5,Barang bagus dan packing juga bagus,1777938563,1 minggu lalu,Default,True,Anonymous,0,True,False,
Paseo Hello Buy 3 Free 1 Tisu Gantung 3Ply 1500 Helai Emboss Jumbo Size Tisu Wajah Hanging Facial Tissue 1500 Ply Family Value Pack,2076710108,5,"Bagussss, barang aman pas nyampe hangernya juga baguss, terimakasih.",1777721667,1 minggu lalu,Default,True,Anonymous,0,True,False,
