product_name,id,rating,message,date,timestamp,variant,is_anonymous,username,total_likes,has_image,has_video,seller_reply
Power Bank 120W Super Fast Charging 90000Mah Dual Output Usb Type C Display Powerbank Bank Daya Seluler,2059290043,5,Mantap barang nya,1776846066,1 hari lalu,hitam,True,Anonymous,0,True,False,
Power Bank 120W Super Fast Charging 90000Mah Dual Output Usb Type C Display Powerbank Bank Daya Seluler,2054042592,5,semoga awet,1776582949,4 hari lalu,Putih,True,Anonymous,0,True,False,Terima kasih telah berbelanja di Atomi-shop. Bagikan link toko kami https://www.tokopedia.com/atomi-shop kepada teman-teman kamu. Jangan lupa follow toko kami untuk tahu update terbaru tentang stok dan produk yang kami tawarkan.
Power Bank 120W Super Fast Charging 90000Mah Dual Output Usb Type C Display Powerbank Bank Daya Seluler,2053064517,1,"Katanya 90rb mAh,masak baru buat ngecash hp 5rb mAh udah tinggal 26% cok,kalau nipu konsumen paling benar itu online ya 🤣🤣🤣😂",1776519139,5 hari lalu,Putih,True,Anonymous,0,False,False,
Power Bank 120W Super Fast Charging 90000Mah Dual Output Usb Type C Display Powerbank Bank Daya Seluler,2051816927,5,Sangat mantap pokonya jangan ragu belanja d toko ini aman voy,1776474879,5 hari lalu,hitam,True,Anonymous,0,False,False,
Power Bank 120W Super Fast Charging 90000Mah Dual Output Usb Type C Display Powerbank Bank Daya Seluler,2051522255,5,"Barang bagus, admin responsif &amp; cepat pengirimannya. Tq ya.",1776440336,6 hari lalu,Putih,True,Anonymous,0,True,False,Terima kasih telah berbelanja di Atomi-shop. Bagikan link toko kami https://www.tokopedia.com/atomi-shop kepada teman-teman kamu. Jangan lupa follow toko kami untuk tahu update terbaru tentang stok dan produk yang kami tawarkan.
Power Bank 120W Super Fast Charging 90000Mah Dual Output Usb Type C Display Powerbank Bank Daya Seluler,2050133762,3,tidak sesuai deskripsi bukan 90000mah,1776390514,6 hari lalu,hitam,False,Rafi,0,False,False,
Power Bank 120W Super Fast Charging 90000Mah Dual Output Usb Type C Display Powerbank Bank Daya Seluler,2047503777,5,Alhamdulillah paket sudah sampai ☺️☺️👍👍🫰🫰,1776247071,1 minggu lalu,Putih,True,Anonymous,0,True,False,
Power Bank 120W Super Fast Charging 90000Mah Dual Output Usb Type C Display Powerbank Bank Daya Seluler,2046900953,5,"Barang sesuai deskripsi,pengiriman cepat",1776227365,1 minggu lalu,Putih,False,Supriyadi,0,True,False,Terima kasih telah berbelanja di Atomi-shop. Bagikan link toko kami https://www.tokopedia.com/atomi-shop kepada teman-teman kamu. Jangan lupa follow toko kami untuk tahu update terbaru tentang stok dan produk yang kami tawarkan.
Power Bank 120W Super Fast Charging 90000Mah Dual Output Usb Type C Display Powerbank Bank Daya Seluler,2045461515,5,Jos,1776150359,1 minggu lalu,hitam,True,Anonymous,0,False,False,
Power Bank 120W Super Fast Charging 90000Mah Dual Output Usb Type C Display Powerbank Bank Daya Seluler,2043610248,1,Performa: Tertulis 90.000 mAh tapi baru bentar di pakai ngecas sdh mau habis.,1776058723,1 minggu lalu,hitam,True,Anonymous,0,False,False,
