product_name,id,rating,message,date,timestamp,variant,is_anonymous,username,total_likes,has_image,has_video,seller_reply
6 Pek Royal Show Royal Snow Dinomi Tisu Wajah Classic Dipertebal 4 Lapis 400 Lembar Per Pack Asli Pulp Lentur Nyaman 140X175Mm 6 Pack Size L Toilet Tabs Tissue Toilet Roll,2118930154,5,Mantapp,1779860111,Hari ini,6 Packs *400 Sheets,True,Anonymous,0,True,False,
6 Pek Royal Show Royal Snow Dinomi Tisu Wajah Classic Dipertebal 4 Lapis 400 Lembar Per Pack Asli Pulp Lentur Nyaman 140X175Mm 6 Pack Size L Toilet Tabs Tissue Toilet Roll,2115095689,5,"Tisunya tebal, halus juga dan sudah langganan tentunya gak mengecewakan",1779630122,3 hari lalu,6 Packs *400 Sheets,True,Anonymous,0,False,False,
6 Pek Royal Show Royal Snow Dinomi Tisu Wajah Classic Dipertebal 4 Lapis 400 Lembar Per Pack Asli Pulp Lentur Nyaman 140X175Mm 6 Pack Size L Toilet Tabs Tissue Toilet Roll,2112233528,5,Mantap pokok Amanah gak kecewa luaonnbb,1779478907,5 hari lalu,6 Packs *400 Sheets,True,Anonymous,0,True,False,
6 Pek Royal Show Royal Snow Dinomi Tisu Wajah Classic Dipertebal 4 Lapis 400 Lembar Per Pack Asli Pulp Lentur Nyaman 140X175Mm 6 Pack Size L Toilet Tabs Tissue Toilet Roll,2109425788,1,Kecil sekali baru kali ini kecewa pesan tisu,1779338786,6 hari lalu,6 Packs *400 Sheets,True,Anonymous,0,False,False,
6 Pek Royal Show Royal Snow Dinomi Tisu Wajah Classic Dipertebal 4 Lapis 400 Lembar Per Pack Asli Pulp Lentur Nyaman 140X175Mm 6 Pack Size L Toilet Tabs Tissue Toilet Roll,2109111073,5,"tisu royal show memang bagus,sdh co 2×",1779329266,6 hari lalu,6 Packs *400 Sheets,True,Anonymous,0,False,False,
6 Pek Royal Show Royal Snow Dinomi Tisu Wajah Classic Dipertebal 4 Lapis 400 Lembar Per Pack Asli Pulp Lentur Nyaman 140X175Mm 6 Pack Size L Toilet Tabs Tissue Toilet Roll,2107652596,5,"Aroma: Tidak ada
Bahan: Bagus tebal
Kebersihan: Putih bersih
Karakteristik: Ada motif di setiap pinggirnya",1779253447,1 minggu lalu,6 Packs *400 Sheets,True,Anonymous,0,True,False,
6 Pek Royal Show Royal Snow Dinomi Tisu Wajah Classic Dipertebal 4 Lapis 400 Lembar Per Pack Asli Pulp Lentur Nyaman 140X175Mm 6 Pack Size L Toilet Tabs Tissue Toilet Roll,2106510376,5,"4 helai benar.

Kirain ukuran sama kayak saingannya, tapi ternyata lebih kecil. Cuman lebih tebal.

Dikata lembut enggak sih, kayak tissue biasa.",1779187328,1 minggu lalu,6 Packs *400 Sheets,True,Anonymous,0,True,False,
6 Pek Royal Show Royal Snow Dinomi Tisu Wajah Classic Dipertebal 4 Lapis 400 Lembar Per Pack Asli Pulp Lentur Nyaman 140X175Mm 6 Pack Size L Toilet Tabs Tissue Toilet Roll,2106348488,5,"Bagus, tebel dan isinya banyak😍",1779181626,1 minggu lalu,6 Packs *400 Sheets,True,Anonymous,0,True,False,
6 Pek Royal Show Royal Snow Dinomi Tisu Wajah Classic Dipertebal 4 Lapis 400 Lembar Per Pack Asli Pulp Lentur Nyaman 140X175Mm 6 Pack Size L Toilet Tabs Tissue Toilet Roll,2101303509,5,"Aroma: Tidak ada aroma
Bahan: Lembut
Barangnya sudah datang tisue nya bagus tebal 4 ply tidak mudah hancur kalo buat lap muka, sudah 2 x co disini",1778923592,1 minggu lalu,6 Packs *400 Sheets,True,Anonymous,0,True,False,
6 Pek Royal Show Royal Snow Dinomi Tisu Wajah Classic Dipertebal 4 Lapis 400 Lembar Per Pack Asli Pulp Lentur Nyaman 140X175Mm 6 Pack Size L Toilet Tabs Tissue Toilet Roll,2101262978,5,"Aroma: TDK ada aroma
Bahan: Tebal
Kebersihan: Bersih
Tissue nya tebal banget, sangat bagus harga murah
Karakteristik: Cocok untuk segala kebutuhan",1778922072,1 minggu lalu,6 Packs *400 Sheets,True,Anonymous,0,True,False,
