product_name,id,rating,message,date,timestamp,variant,is_anonymous,username,total_likes,has_image,has_video,seller_reply
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2100032398,5,Ok,1778848376,2 hari lalu,HITAM - L,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2099417526,5,Top,1778826070,2 hari lalu,HITAM - L,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2098025959,5,"makasihh yaa sumpah aku beli cuman seharga 500 perak aku kira boongan, bneran dikirim sesuai yg difoto, walaupun tipis tpi ga sebanding dgn harga yg aku beli, karna mnurut aku bner2 bgusss, maaciiiw yaaa🤍",1778752150,3 hari lalu,PUTIH - All Size,False,User332326,0,False,False,Terima kasih telah berbelanja di runaeni. Bagikan link toko kami https://www.tokopedia.com/runaeni kepada teman-teman Anda dan favoritkan Toko kami untuk terus update mengenai stok dan produk terbaru
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2096993015,5,"Mantuuulll,",1778711904,4 hari lalu,HITAM - L,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2093120092,5,Cakep,1778502199,6 hari lalu,MAROON - L,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2089764080,5,Ok,1778332190,1 minggu lalu,HITAM - All Size,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2086159349,5,"Ok sih,baju nya harga terjangkau",1778158845,1 minggu lalu,HITAM - L,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2086146644,5,"Barang nya Ok lah ya, untuk harga segitu",1778158432,1 minggu lalu,HITAM - L,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2081827491,5,Ok,1777973814,1 minggu lalu,HITAM - All Size,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2081818889,5,thanks,1777973533,1 minggu lalu,HITAM - L,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2078962972,5,Thanks,1777854345,1 minggu lalu,HITAM - All Size,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2078947661,5,Ok,1777853424,1 minggu lalu,PUTIH - L,True,Anonymous,0,False,False,
Cardigan Wanita Akira Button Gold Knit Korea Desain Korea Detail Butang Emas Nyaman Digunakan Muslim Outer,2078947663,5,"Cakep ,sesuai harga",1777853424,1 minggu lalu,MAROON - L,True,Anonymous,0,False,False,
