product_name,id,rating,message,date,timestamp,variant,is_anonymous,username,total_likes,has_image,has_video,seller_reply
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2060155355,4,"Manfaat produk: Mencerahkan,
Jenis kulit: Berjerawat",1776894182,1 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2060048871,5,bagus sekali,1776873845,1 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2059954836,3,Baik,1776868368,1 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2058988517,5,"Bahan: Bagus
Manfaat produk: Buat muka
Jenis kulit: Untuk semua",1776837181,1 hari lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2058792749,5,Blom d coba   . Klk cocok blek lgi CO 👍🩷,1776831259,1 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2058747186,5,Bagus,1776829892,1 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2058394965,5,Manfaat produk: Mencerahkan kulit wajah,1776815298,2 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2058213738,5,Baru pertama kali nyobain semoga cocok nnti bakal beli lg klu cocok... Dpt gretong red jelly 1.maacih kkaakkkk,1776786783,2 hari lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2057271949,5,Bagus syuka,1776753107,2 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2057078886,5,"Bahan: aman
Manfaat produk: Bisa mencerahkan dan menghilangkan bekas jerawat
masyaallah udah sampai barang nya pengiriman cepat barang sangat baik alhamdulillah udah abis 3 pkt di aku alhamdulillah udah byk perubahan sejak aku pakai produkxbeauty ini alhamdulillah banget beli di toko ini di jamin asli aku selalu beli di  🥰",1776745425,2 hari lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2056771444,4,"Bahan: Lembut ringan
Manfaat produk: Mencerahkan
Jenis kulit: Normal oily",1776733526,2 hari lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2056201433,4,Tutup serumnya gak rapat jadi banyak yang tumpah keluar.,1776686081,3 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2056196584,5,Alhamdulillah ada perubahan make 3 hari 😍❤️,1776685909,3 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2055348779,5,Semogaaa cocokk.. Biarr gak bngung hrus yg mana lagi.,1776657909,3 hari lalu,Default,True,Anonymous,0,True,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2055290769,3,Kurang cocok di aku yng berjrawat malah nambah kusam pori² nambah besarr pas beli karna uang ya pas² san terlalu fomo tapi tipe kuliat orng bedaaa²,1776656005,3 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2055279141,5,Bagus,1776655630,3 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2055073391,5,Fiks sangat bagus aku udah abis 5 paket hasil nya sangat luar biasa,1776647750,3 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2054120263,5,Oke,1776585984,4 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2053631658,1,sya bner2 kecewa saya udah bayar mahal2 tpi ga ada pertanggung jawaban nyah sama sekali di status nya udah di terima tapi sampay skrng aku ga terima barang nyah,1776568407,4 hari lalu,Default,True,Anonymous,0,False,False,
X Beauty 1 Paket Isi 6 Redjelly Day Peach,2053219754,5,Semoga aja cocok ada perubahan biar bisa order lagi🤗,1776527893,5 hari lalu,Default,True,Anonymous,0,True,False,
