product_name,id,rating,message,date,timestamp,variant,is_anonymous,username,total_likes,has_image,has_video,seller_reply
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2061106220,1,Produk nya dalam posisi rusak,1776933884,Hari ini,PURPLE,True,Anonymous,0,True,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2060943567,4,"Kualitas pengerjaan: Belum di coba
Performa: Belum di coba",1776928199,Hari ini,BLACK,True,Anonymous,0,True,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2060835779,5,"Power Bank nya sudah sampai, pas buka paket, barang bagus tidak ada lecet, berfungsi dengan baik, kualitas bagus, pengiriman juga cepat, packing rapi, pokoknya terima kasih untuk seller tokonya barang aman sampai tujuan👍",1776924238,Hari ini,PURPLE,True,Anonymous,0,True,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2060489515,5,Aman sesuai pesanan .. semoga awet,1776913245,Hari ini,BLACK,True,Anonymous,0,False,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2060276290,5,"Kejernihan lensa: Sangatt baguss dan tahan
Kualitas pengerjaan: Tahan lamaa",1776904600,Hari ini,PURPLE,True,Anonymous,0,True,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2060217647,1,Baterai cepat habis,1776900598,1 hari lalu,BLACK,True,Anonymous,0,False,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2060176871,5,"bgausss bgttttt, kerewnnn m",1776897063,1 hari lalu,PINK,True,Anonymous,0,True,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2060035251,5,Yei sudah sampai paketnya packing nya sangat aman warnanya cantik dan berfungsi dengan baik semoga aja awat,1776872850,1 hari lalu,PURPLE,True,Anonymous,0,True,True,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2059122326,3,boros buat ip,1776841637,1 hari lalu,BLACK,True,Anonymous,0,False,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2058969744,1,"GK sesuai dgn diskripsi nya,20000 mah buat cas hp 5000 mah ,dah HBS  gk jelas produk nya",1776836571,1 hari lalu,BLACK,True,Anonymous,0,False,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2058805290,5,Bagus sesuai pesanan,1776831649,1 hari lalu,BLACK,True,Anonymous,0,False,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2058354105,5,Puas dgn barangnya sesuai dgn yg di harapkan,1776811749,2 hari lalu,PURPLE,True,Anonymous,0,False,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2058253431,5,Sesuai pesanan,1776790718,2 hari lalu,BLACK,True,Anonymous,0,False,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2058134875,4,"Kualitas barang-barang bagus,pengisan cepat",1776781990,2 hari lalu,BLACK,True,Anonymous,0,False,False,
Powerbank 20000 Mah Mini With 4 Usb Cable Lighrweight Universal Powerbank Led Display Baterai Pengisi Charger,2058109928,3,lumayan bagus minusnya lama ngecast nya,1776780770,2 hari lalu,PINK,True,Anonymous,0,False,False,
